id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,pass_fail
1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,True,5,False,8,Real Estate Developer,91,70,88,68,88,63,68,1
1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,False,3,False,35,Scientist,95,97,89,97,99,85,92,1
1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,False,3,False,2,Artist,70,100,92,73,67,68,76,1
1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,False,2,False,27,Lawyer,76,100,94,81,60,85,73,1
1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,False,5,False,20,Accountant,79,65,78,65,57,99,92,1
1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,False,4,False,21,Software Engineer,92,96,92,63,73,60,81,1
1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,False,5,False,6,Government Officer,89,73,71,97,78,99,60,1
1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,False,3,False,18,Banker,85,95,77,71,75,95,94,1
1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,False,2,False,7,Real Estate Developer,92,66,88,91,61,84,69,1
1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,False,2,False,24,Software Engineer,87,63,79,81,95,75,64,1
1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,False,5,False,21,Accountant,77,77,97,66,87,73,75,1
1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,False,10,False,2,Business Owner,73,56,59,62,58,83,80,1
1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,True,0,False,34,Lawyer,91,85,81,93,100,87,77,1
1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,False,7,True,0,Business Owner,76,96,89,83,78,54,61,1
1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,False,4,False,17,Software Engineer,86,70,94,96,74,67,60,1
1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,False,5,False,10,Banker,81,77,88,92,65,92,87,1
1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,False,4,True,35,Lawyer,98,88,88,89,90,90,90,1
1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,False,3,False,27,Software Engineer,88,67,96,70,66,76,71,1
1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,False,2,True,30,Scientist,85,83,94,100,89,68,89,1
1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,False,2,False,35,Lawyer,90,89,96,94,100,88,85,1
1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,True,5,False,5,Game Developer,97,83,93,67,85,63,66,1
1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,False,6,True,10,Government Officer,78,84,71,93,78,78,87,1
1776,Julie,Black,julie.black.1776@gslingacademy.com,female,True,8,False,1,Business Owner,53,98,90,81,61,65,93,1
1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,True,10,False,0,Business Owner,77,53,92,98,56,53,93,1
1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,True,3,False,30,Lawyer,97,88,94,75,66,91,64,1
1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,False,4,False,3,Business Owner,88,100,58,59,96,64,87,1
1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,False,3,True,18,Construction Engineer,98,67,80,68,80,88,85,1
1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,True,8,True,0,Business Owner,92,78,78,85,94,94,73,1
1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,True,5,False,15,Software Engineer,92,92,74,96,95,77,76,1
1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,True,3,False,43,Doctor,86,99,87,88,99,89,86,1
1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,False,5,False,16,Designer,91,69,97,76,97,81,86,1
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,92,75,100,78,32,84,69,0
1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,False,2,False,2,Game Developer,82,75,93,67,69,65,74,1
1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,False,1,False,34,Lawyer,99,81,92,86,65,99,79,1
1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,True,2,False,34,Software Engineer,95,90,65,84,86,88,94,1
1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,False,3,False,18,Software Engineer,100,93,99,65,72,79,88,1
1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,False,5,True,21,Unknown,79,86,84,84,63,82,94,1
1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,True,3,True,3,Business Owner,80,95,96,96,94,84,93,1
1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,False,4,False,31,Doctor,93,81,88,90,89,95,81,1
1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,False,5,True,17,Software Engineer,95,75,79,79,93,85,71,1
1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,False,0,False,10,Banker,81,92,76,81,73,92,63,1
1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,False,1,False,5,Designer,75,88,63,64,84,74,72,1
1796,Joshua,Cole,joshua.cole.1796@gslingacademy.com,male,False,4,False,8,Stock Investor,80,69,70,60,71,60,89,1
1797,Andrew,Jackson,andrew.jackson.1797@gslingacademy.com,male,False,4,False,3,Business Owner,52,81,62,77,74,91,92,1
1798,Karen,Rodriguez,karen.rodriguez.1798@gslingacademy.com,female,False,3,False,30,Doctor,95,94,82,87,93,93,90,1
1799,Sara,Johnson,sara.johnson.1799@gslingacademy.com,female,False,2,False,20,Accountant,99,70,97,93,87,90,88,1
1800,Alyssa,Costa,alyssa.costa.1800@gslingacademy.com,female,True,5,False,25,Software Engineer,85,87,68,74,74,85,68,1
1801,Daniel,Poole,daniel.poole.1801@gslingacademy.com,male,False,4,True,23,Construction Engineer,96,89,86,84,64,60,66,1
1802,Ricardo,Juarez,ricardo.juarez.1802@gslingacademy.com,male,False,7,False,3,Game Developer,91,63,86,81,90,98,63,1
1803,Tony,Castillo,tony.castillo.1803@gslingacademy.com,male,True,1,False,24,Software Engineer,89,82,76,92,97,66,60,1
1804,Brian,Kelly,brian.kelly.1804@gslingacademy.com,male,False,1,False,37,Doctor,98,87,96,89,100,85,91,1
1805,Tyler,Moore,tyler.moore.1805@gslingacademy.com,male,False,2,False,28,Unknown,100,82,72,97,74,75,81,1
1806,Sharon,Martinez,sharon.martinez.1806@gslingacademy.com,female,False,2,False,5,Business Owner,75,71,68,91,79,62,94,1
1807,Mary,Malone,mary.malone.1807@gslingacademy.com,female,False,3,False,6,Real Estate Developer,74,63,74,63,78,90,83,1
1808,Rebecca,Huang,rebecca.huang.1808@gslingacademy.com,female,False,7,False,40,Doctor,85,99,87,85,91,88,90,1
1809,Alan,Santos,alan.santos.1809@gslingacademy.com,male,False,3,True,35,Unknown,86,87,97,92,85,99,86,1
1810,Martin,Duran,martin.duran.1810@gslingacademy.com,male,False,4,True,34,Doctor,91,71,99,96,85,79,74,1
1811,Christopher,Gutierrez,christopher.gutierrez.1811@gslingacademy.com,male,False,2,False,24,Software Engineer,90,76,100,73,90,64,86,1
1812,Brandy,Maldonado,brandy.maldonado.1812@gslingacademy.com,female,False,6,False,35,Scientist,91,91,92,95,98,91,85,1
1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,True,6,False,0,Business Owner,80,83,93,81,95,87,61,1
1814,Drew,Mccann,drew.mccann.1814@gslingacademy.com,male,False,1,False,35,Doctor,95,89,92,87,95,86,93,1
1815,Joshua,Ayala,joshua.ayala.1815@gslingacademy.com,male,False,5,True,18,Unknown,94,97,69,81,100,68,68,1
1816,Tina,Rose,tina.rose.1816@gslingacademy.com,female,True,1,True,1,Business Owner,54,55,50,100,77,61,78,1
1817,William,Khan,william.khan.1817@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,80,85,60,96,81,83,1
1818,William,Avery,william.avery.1818@gslingacademy.com,male,False,5,False,28,Software Engineer,100,75,72,79,61,94,82,1
1819,John,Fuller,john.fuller.1819@gslingacademy.com,male,False,3,False,14,Government Officer,93,99,72,79,83,87,73,1
1820,Jeremy,Coleman,jeremy.coleman.1820@gslingacademy.com,male,False,3,False,25,Doctor,99,70,89,86,92,65,64,1
1821,Laura,Wright,laura.wright.1821@gslingacademy.com,female,False,2,False,16,Banker,99,99,90,63,63,77,60,1
1822,David,Luna,david.luna.1822@gslingacademy.com,male,False,4,False,28,Stock Investor,76,80,89,74,61,86,93,1
1823,Christopher,Jensen,christopher.jensen.1823@gslingacademy.com,male,False,0,False,15,Software Engineer,92,100,83,74,73,66,83,1
1824,Luis,Little,luis.little.1824@gslingacademy.com,male,False,10,False,46,Doctor,100,93,88,98,99,89,95,1
1825,Joseph,Garcia,joseph.garcia.1825@gslingacademy.com,male,False,2,False,34,Lawyer,89,97,77,90,93,87,90,1
1826,Michael,York,michael.york.1826@gslingacademy.com,male,False,2,False,27,Lawyer,97,81,71,77,90,86,80,1
1827,Debbie,Landry,debbie.landry.1827@gslingacademy.com,female,True,4,False,28,Doctor,99,63,97,90,99,99,100,1
1828,Michael,Gordon,michael.gordon.1828@gslingacademy.com,male,False,3,False,33,Scientist,100,63,96,95,92,76,88,1
1829,Melissa,Harris,melissa.harris.1829@gslingacademy.com,female,False,5,False,12,Banker,86,87,72,66,94,78,94,1
1830,Jonathon,Wilson,jonathon.wilson.1830@gslingacademy.com,male,False,0,False,27,Lawyer,77,99,94,81,80,87,98,1
1831,Margaret,Santos,margaret.santos.1831@gslingacademy.com,female,False,1,False,15,Government Officer,86,96,67,76,74,66,69,1
1832,Hailey,Arroyo,hailey.arroyo.1832@gslingacademy.com,female,False,1,True,3,Real Estate Developer,75,64,98,65,88,65,71,1
1833,Steven,Webster,steven.webster.1833@gslingacademy.com,male,False,2,False,26,Lawyer,94,93,92,67,61,85,94,1
1834,Tina,Harrison,tina.harrison.1834@gslingacademy.com,female,False,1,False,35,Designer,94,88,87,97,93,86,94,1
1835,Andrew,Nunez,andrew.nunez.1835@gslingacademy.com,male,False,1,False,20,Banker,89,92,75,85,65,81,69,1
1836,Renee,Cruz,renee.cruz.1836@gslingacademy.com,female,False,3,False,14,Writer,89,73,96,84,96,98,77,1
1837,Victoria,Taylor,victoria.taylor.1837@gslingacademy.com,female,False,2,True,24,Software Engineer,89,82,83,62,66,86,90,1
1838,Joseph,Dixon,joseph.dixon.1838@gslingacademy.com,male,False,2,False,8,Government Officer,81,78,82,83,63,85,75,1
1839,Heather,Gutierrez,heather.gutierrez.1839@gslingacademy.com,female,False,3,False,19,Unknown,93,73,67,100,63,92,86,1
1840,Cynthia,Hodges,cynthia.hodges.1840@gslingacademy.com,female,False,10,True,2,Business Owner,79,95,70,92,63,57,67,1
1841,Danielle,Kelley,danielle.kelley.1841@gslingacademy.com,female,False,2,False,29,Unknown,97,86,72,81,85,70,72,1
1842,Michael,Mccall,michael.mccall.1842@gslingacademy.com,male,False,1,False,14,Banker,78,66,92,61,98,76,99,1
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,83,60,95,68,33,62,73,0
1844,Franklin,Riley,franklin.riley.1844@gslingacademy.com,male,False,0,False,29,Stock Investor,86,95,61,96,89,99,84,1
1845,Caitlin,Duncan,caitlin.duncan.1845@gslingacademy.com,female,False,1,False,2,Artist,87,78,74,75,95,69,99,1
1846,Robin,Reeves,robin.reeves.1846@gslingacademy.com,female,False,6,False,25,Lawyer,81,82,69,94,88,95,84,1
1847,Rebecca,Gibbs,rebecca.gibbs.1847@gslingacademy.com,female,False,0,False,6,Government Officer,83,73,83,66,93,68,89,1
1848,Peter,Santos,peter.santos.1848@gslingacademy.com,male,False,2,True,11,Banker,81,85,91,94,97,93,65,1
1849,Daryl,Arnold,daryl.arnold.1849@gslingacademy.com,male,False,1,True,4,Designer,65,95,89,96,78,85,80,1
1850,Michael,Davis,michael.davis.1850@gslingacademy.com,male,False,2,False,33,Lawyer,83,91,76,71,82,82,79,1
1851,Leslie,Cox,leslie.cox.1851@gslingacademy.com,female,False,3,True,22,Doctor,98,79,87,86,98,85,85,1
1852,Jamie,Carter,jamie.carter.1852@gslingacademy.com,female,False,0,False,34,Doctor,83,84,91,84,85,91,92,1
1853,Shane,Payne,shane.payne.1853@gslingacademy.com,male,False,1,False,22,Software Engineer,85,60,85,76,90,75,93,1
1854,Kimberly,Haley,kimberly.haley.1854@gslingacademy.com,female,False,10,False,5,Business Owner,68,66,82,63,91,67,89,1
1855,George,Duran,george.duran.1855@gslingacademy.com,male,False,1,False,11,Government Officer,86,82,60,65,83,69,78,1
1856,Donald,Carney,donald.carney.1856@gslingacademy.com,male,False,1,False,12,Government Officer,83,87,87,80,81,79,98,1
1857,Michelle,Brown,michelle.brown.1857@gslingacademy.com,female,False,2,False,35,Unknown,92,92,99,87,100,88,97,1
1858,Elizabeth,Hawkins,elizabeth.hawkins.1858@gslingacademy.com,female,False,0,False,6,Real Estate Developer,91,66,91,62,70,87,90,1
1859,Johnny,Gomez,johnny.gomez.1859@gslingacademy.com,male,False,9,True,0,Business Owner,53,95,87,60,68,74,68,1
1860,Christopher,Mcconnell,christopher.mcconnell.1860@gslingacademy.com,male,False,2,True,26,Lawyer,73,85,80,64,69,95,64,1
1861,Kyle,Rodriguez,kyle.rodriguez.1861@gslingacademy.com,male,False,0,False,19,Banker,97,95,91,97,96,90,67,1
1862,Rhonda,Cook,rhonda.cook.1862@gslingacademy.com,female,False,0,False,3,Government Officer,91,97,72,62,86,78,72,1
1863,Nathan,Fitzpatrick,nathan.fitzpatrick.1863@gslingacademy.com,male,False,1,False,14,Banker,91,65,75,60,93,79,82,1
1864,John,Mitchell,john.mitchell.1864@gslingacademy.com,male,False,9,False,12,Writer,81,72,87,84,97,94,89,1
1865,Billy,Compton,billy.compton.1865@gslingacademy.com,male,False,1,False,18,Software Engineer,92,99,100,64,100,65,99,1
1866,Richard,Chavez,richard.chavez.1866@gslingacademy.com,male,False,5,False,4,Business Owner,85,53,95,76,61,88,82,1
1867,Victor,Andrade,victor.andrade.1867@gslingacademy.com,male,False,1,False,34,Construction Engineer,83,60,80,92,84,60,70,1
1868,Gregory,Lee,gregory.lee.1868@gslingacademy.com,male,False,2,False,21,Unknown,92,85,78,87,64,79,74,1
1869,Alexandra,Blackburn,alexandra.blackburn.1869@gslingacademy.com,female,False,3,True,5,Real Estate Developer,80,88,94,60,65,63,91,1
1870,Kristopher,Murray,kristopher.murray.1870@gslingacademy.com,male,False,1,True,16,Accountant,87,81,69,82,70,62,66,1
1871,Wanda,Pearson,wanda.pearson.1871@gslingacademy.com,female,False,0,False,31,Scientist,88,61,95,91,99,64,90,1
1872,Denise,Rose,denise.rose.1872@gslingacademy.com,female,True,6,False,1,Business Owner,41,83,54,87,97,65,69,1
1873,Andrew,Reed,andrew.reed.1873@gslingacademy.com,male,False,3,False,35,Banker,87,93,88,97,91,88,88,1
1874,David,Castro,david.castro.1874@gslingacademy.com,male,False,1,True,41,Doctor,89,95,97,99,87,90,91,1
1875,Tim,Duncan,tim.duncan.1875@gslingacademy.com,male,True,5,True,1,Business Owner,89,53,77,96,76,63,90,1
1876,Joshua,Walker,joshua.walker.1876@gslingacademy.com,male,False,2,False,6,Real Estate Developer,53,97,81,86,71,87,78,1
1877,Julie,Rogers,julie.rogers.1877@gslingacademy.com,female,False,3,False,30,Scientist,92,88,99,92,89,66,76,1
1878,Gina,Gilbert,gina.gilbert.1878@gslingacademy.com,female,False,3,False,32,Banker,85,84,66,66,78,98,69,1
1879,Miguel,Nicholson,miguel.nicholson.1879@gslingacademy.com,male,False,2,False,18,Software Engineer,89,67,93,83,65,94,67,1
1880,Daniel,Murray,daniel.murray.1880@gslingacademy.com,male,False,1,False,2,Business Owner,98,92,82,56,71,79,89,1
1881,Lauren,Ellis,lauren.ellis.1881@gslingacademy.com,female,False,5,False,5,Business Owner,66,52,71,76,67,72,60,1
1882,Bridget,Martin,bridget.martin.1882@gslingacademy.com,female,False,2,False,32,Lawyer,90,96,95,80,93,95,67,1
1883,Maureen,Hart,maureen.hart.1883@gslingacademy.com,female,True,2,False,18,Teacher,84,93,74,76,95,90,64,1
1884,Sabrina,Davis,sabrina.davis.1884@gslingacademy.com,female,False,7,False,27,Lawyer,88,81,73,70,60,95,68,1
1885,Richard,Davis,richard.davis.1885@gslingacademy.com,male,False,3,False,9,Unknown,66,61,97,61,60,61,98,1
1886,Angela,Koch,angela.koch.1886@gslingacademy.com,female,False,2,False,15,Teacher,86,63,82,61,96,98,83,1
1887,William,Smith,william.smith.1887@gslingacademy.com,male,False,9,False,1,Business Owner,60,72,66,95,67,78,94,1
1888,Catherine,Coffey,catherine.coffey.1888@gslingacademy.com,female,False,10,False,2,Business Owner,41,59,69,70,100,65,72,1
1889,Christopher,Pace,christopher.pace.1889@gslingacademy.com,male,False,2,False,31,Software Engineer,94,62,66,95,66,64,62,1
1890,Rachel,Reeves,rachel.reeves.1890@gslingacademy.com,female,False,3,False,2,Artist,64,69,79,89,72,64,82,1
1891,Jillian,Arroyo,jillian.arroyo.1891@gslingacademy.com,female,True,4,False,2,Game Developer,99,97,87,93,79,83,94,1
1892,Patricia,Douglas,patricia.douglas.1892@gslingacademy.com,female,True,6,False,5,Business Owner,46,53,92,71,90,76,81,1
1893,Brandon,Butler,brandon.butler.1893@gslingacademy.com,male,False,1,False,21,Software Engineer,89,87,81,67,93,98,68,1
1894,Erica,Valdez,erica.valdez.1894@gslingacademy.com,female,False,6,False,12,Designer,83,79,87,66,78,93,82,1
1895,Alexis,Byrd,alexis.byrd.1895@gslingacademy.com,female,True,5,False,0,Business Owner,51,55,87,51,77,87,65,1
1896,James,Simpson,james.simpson.1896@gslingacademy.com,male,False,5,False,26,Accountant,79,90,82,92,70,60,80,1
1897,Robert,Campbell,robert.campbell.1897@gslingacademy.com,male,False,3,False,15,Accountant,97,73,64,95,71,68,78,1
1898,Nicole,Smith,nicole.smith.1898@gslingacademy.com,female,True,1,False,14,Accountant,100,68,85,85,62,63,92,1
1899,Patricia,Porter,patricia.porter.1899@gslingacademy.com,female,False,6,False,9,Teacher,70,99,60,79,71,79,75,1
1900,Brian,Chan,brian.chan.1900@gslingacademy.com,male,False,2,False,19,Unknown,70,66,90,74,100,96,81,1
1901,Katherine,Norman,katherine.norman.1901@gslingacademy.com,female,False,7,False,17,Teacher,67,80,86,98,83,82,76,1
1902,Pamela,Gomez,pamela.gomez.1902@gslingacademy.com,female,False,3,True,9,Real Estate Developer,71,95,72,88,89,78,67,1
1903,Amy,Morrow,amy.morrow.1903@gslingacademy.com,female,False,5,True,14,Banker,87,64,68,60,81,75,67,1
1904,Luke,Hernandez,luke.hernandez.1904@gslingacademy.com,male,False,1,True,3,Game Developer,80,79,94,74,83,83,61,1
1905,Roberto,Rodriguez,roberto.rodriguez.1905@gslingacademy.com,male,True,9,True,22,Software Engineer,94,80,72,90,60,78,94,1
1906,Carla,Jackson,carla.jackson.1906@gslingacademy.com,female,False,3,False,10,Real Estate Developer,83,91,82,93,71,80,85,1
1907,Aaron,Allen,aaron.allen.1907@gslingacademy.com,male,True,1,False,1,Business Owner,63,69,57,60,80,92,62,1
1908,Wendy,Burch,wendy.burch.1908@gslingacademy.com,female,False,0,False,10,Unknown,93,78,72,66,73,76,68,1
1909,Sarah,Hansen,sarah.hansen.1909@gslingacademy.com,female,False,2,False,36,Doctor,94,100,95,92,95,88,88,1
1910,Amy,Dominguez,amy.dominguez.1910@gslingacademy.com,female,False,3,False,34,Software Engineer,99,75,87,76,95,99,67,1
1911,Mark,Jacobs,mark.jacobs.1911@gslingacademy.com,male,False,3,False,32,Doctor,82,98,100,100,100,64,87,1
1912,Melissa,Mendoza,melissa.mendoza.1912@gslingacademy.com,female,False,2,False,28,Software Engineer,95,82,100,60,77,95,80,1
1913,Bethany,Thomas,bethany.thomas.1913@gslingacademy.com,female,True,10,False,3,Business Owner,55,92,59,78,61,83,60,1
1914,Michael,Webb,michael.webb.1914@gslingacademy.com,male,False,2,False,32,Software Engineer,90,90,82,64,75,82,93,1
1915,Gregory,Cole,gregory.cole.1915@gslingacademy.com,male,False,2,False,4,Business Owner,46,77,90,78,66,76,86,1
1916,Jeffrey,Miller,jeffrey.miller.1916@gslingacademy.com,male,False,2,False,21,Accountant,91,100,98,96,66,87,65,1
1917,Rebecca,Castillo,rebecca.castillo.1917@gslingacademy.com,female,False,1,True,22,Writer,72,100,78,100,98,92,97,1
1918,Amanda,Green,amanda.green.1918@gslingacademy.com,female,False,4,False,28,Banker,79,87,98,87,99,94,88,1
1919,Joseph,Hess,joseph.hess.1919@gslingacademy.com,male,False,3,False,35,Construction Engineer,85,90,96,95,95,88,90,1
1920,Kyle,Novak,kyle.novak.1920@gslingacademy.com,male,False,1,False,35,Lawyer,100,87,85,90,92,99,94,1
1921,Kara,Coleman,kara.coleman.1921@gslingacademy.com,female,False,4,True,16,Banker,96,70,65,63,97,97,98,1
1922,Daniel,Martin,daniel.martin.1922@gslingacademy.com,male,False,1,True,20,Banker,85,96,71,67,98,92,91,1
1923,Andrea,Richards,andrea.richards.1923@gslingacademy.com,female,False,4,False,27,Software Engineer,90,82,98,61,92,67,80,1
1924,Sydney,Clay,sydney.clay.1924@gslingacademy.com,female,False,6,False,14,Banker,94,96,94,99,67,98,67,1
1925,Jeremy,Tran,jeremy.tran.1925@gslingacademy.com,male,False,1,False,35,Construction Engineer,98,85,100,94,93,92,94,1
1926,Michael,Hayden,michael.hayden.1926@gslingacademy.com,male,True,6,False,2,Business Owner,62,54,77,60,74,62,76,1
1927,Antonio,Beasley,antonio.beasley.1927@gslingacademy.com,male,False,4,False,3,Artist,63,97,80,84,90,63,64,1
1928,Michelle,Lopez,michelle.lopez.1928@gslingacademy.com,female,False,2,False,32,Lawyer,72,95,71,74,84,97,66,1
1929,Catherine,Brooks,catherine.brooks.1929@gslingacademy.com,female,True,6,True,33,Software Engineer,94,90,79,69,100,72,98,1
1930,Anita,Gonzalez,anita.gonzalez.1930@gslingacademy.com,female,False,2,True,24,Banker,99,84,94,76,62,79,67,1
1931,James,Hudson,james.hudson.1931@gslingacademy.com,male,False,2,False,5,Unknown,81,91,85,64,82,90,94,1
1932,Alicia,Rodriguez,alicia.rodriguez.1932@gslingacademy.com,female,False,5,False,8,Teacher,61,100,85,99,65,79,86,1
1933,Tracy,Martinez,tracy.martinez.1933@gslingacademy.com,female,False,2,True,8,Teacher,68,95,76,97,91,78,71,1
1934,Christopher,Montgomery,christopher.montgomery.1934@gslingacademy.com,male,False,0,False,21,Unknown,64,74,79,72,74,65,95,1
1935,Sherri,Cruz,sherri.cruz.1935@gslingacademy.com,female,False,1,True,6,Government Officer,66,94,67,79,64,89,75,1
1936,Elizabeth,Adams,elizabeth.adams.1936@gslingacademy.com,female,True,0,False,15,Software Engineer,100,95,72,77,66,68,76,1
1937,Melissa,Simmons,melissa.simmons.1937@gslingacademy.com,female,True,1,False,12,Government Officer,74,86,70,94,71,70,63,1
1938,Carol,Ramos,carol.ramos.1938@gslingacademy.com,female,False,6,False,1,Artist,96,66,76,71,94,72,86,1
1939,Michael,Adams,michael.adams.1939@gslingacademy.com,male,False,2,False,14,Software Engineer,90,92,95,88,88,85,92,1
1940,Michael,Wilson,michael.wilson.1940@gslingacademy.com,male,False,3,False,26,Accountant,92,86,61,78,56,68,85,1
1941,Matthew,Gonzalez,matthew.gonzalez.1941@gslingacademy.com,male,True,1,False,31,Doctor,99,78,99,88,96,96,90,1
1942,Lisa,Palmer,lisa.palmer.1942@gslingacademy.com,female,False,4,False,5,Unknown,63,68,91,82,90,86,75,1
1943,Andrew,Olson,andrew.olson.1943@gslingacademy.com,male,False,2,False,28,Accountant,98,88,81,65,59,84,87,1
1944,Jennifer,Johnson,jennifer.johnson.1944@gslingacademy.com,female,False,1,True,11,Unknown,87,61,62,66,67,81,65,1
1945,Benjamin,Marks,benjamin.marks.1945@gslingacademy.com,male,False,1,True,19,Software Engineer,96,96,80,93,82,65,70,1
1946,Christopher,Gonzales,christopher.gonzales.1946@gslingacademy.com,male,False,3,False,17,Stock Investor,80,98,99,90,64,86,93,1
1947,Melissa,Finley,melissa.finley.1947@gslingacademy.com,female,False,0,True,30,Unknown,80,77,96,64,93,62,86,1
1948,Tracy,Hendricks,tracy.hendricks.1948@gslingacademy.com,male,False,2,False,23,Software Engineer,91,79,70,94,77,83,81,1
1949,Steven,Ramsey,steven.ramsey.1949@gslingacademy.com,male,False,6,False,0,Business Owner,91,96,78,70,50,50,69,1
1950,Pamela,Smith,pamela.smith.1950@gslingacademy.com,female,False,0,True,19,Banker,83,70,72,65,63,88,94,1
1951,Vicki,Jackson,vicki.jackson.1951@gslingacademy.com,female,False,2,True,33,Lawyer,89,89,69,87,69,97,79,1
1952,Anne,Malone,anne.malone.1952@gslingacademy.com,female,True,2,True,1,Game Developer,81,73,99,72,100,90,64,1
1953,Danielle,Johnson,danielle.johnson.1953@gslingacademy.com,female,False,2,False,35,Writer,97,85,86,99,96,90,88,1
1954,Willie,Miller,willie.miller.1954@gslingacademy.com,male,False,1,False,3,Real Estate Developer,93,91,61,68,83,82,63,1
1955,Andrea,Delgado,andrea.delgado.1955@gslingacademy.com,female,False,2,False,2,Game Developer,99,86,83,80,69,96,88,1
1956,Melanie,Clark,melanie.clark.1956@gslingacademy.com,female,False,5,True,16,Software Engineer,95,97,68,79,63,88,63,1
1957,Jessica,Beasley,jessica.beasley.1957@gslingacademy.com,female,False,3,False,38,Doctor,100,92,87,94,85,97,100,1
1958,Cindy,Bradley,cindy.bradley.1958@gslingacademy.com,female,False,2,False,3,Artist,62,67,85,97,98,62,73,1
1959,Dennis,Richardson,dennis.richardson.1959@gslingacademy.com,male,True,10,True,3,Game Developer,88,71,99,74,76,97,87,1
1960,Peggy,Hoover,peggy.hoover.1960@gslingacademy.com,female,True,5,False,11,Teacher,75,100,100,82,63,84,82,1
1961,Peter,Rice,peter.rice.1961@gslingacademy.com,male,False,1,False,1,Game Developer,87,91,97,82,79,69,62,1
1962,Sabrina,Perez,sabrina.perez.1962@gslingacademy.com,female,False,4,False,4,Unknown,85,60,61,75,83,87,65,1
1963,Michael,Parker,michael.parker.1963@gslingacademy.com,male,False,3,False,43,Doctor,88,98,94,96,96,89,92,1
1964,David,Calderon,david.calderon.1964@gslingacademy.com,male,False,1,False,47,Doctor,86,93,91,94,93,88,86,1
1965,James,Gordon,james.gordon.1965@gslingacademy.com,male,False,1,False,9,Government Officer,68,65,95,88,62,87,62,1
1966,Jennifer,Leblanc,jennifer.leblanc.1966@gslingacademy.com,female,False,6,False,2,Business Owner,67,54,71,50,55,51,66,1
1967,Paul,Bailey,paul.bailey.1967@gslingacademy.com,male,True,4,False,5,Business Owner,82,69,92,85,59,87,83,1
1968,Tiffany,Smith,tiffany.smith.1968@gslingacademy.com,female,False,2,False,26,Unknown,86,88,71,65,86,69,84,1
1969,Victoria,Alvarez,victoria.alvarez.1969@gslingacademy.com,female,True,3,False,25,Software Engineer,95,91,64,65,60,84,99,1
1970,Willie,Elliott,willie.elliott.1970@gslingacademy.com,male,False,5,False,9,Real Estate Developer,72,82,76,69,67,92,87,1
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,99,87,67,91,36,76,64,0
